Description_lang,Title_lang,Reward_lang,ID,Instance_ID,Faction,Supercedes,Category,Minimum_criteria,Points,Flags,Ui_order,IconFileID,RewardItemID,Criteria_tree,Shares_criteria,CovenantID,HiddenBeforeDisplaySeason,LegacyAfterTimeEvent
"Desecrate the Horde's bonfires in Zandalar.","Extinguishing Zandalar",,13343,-1,1,0,161,0,10,0,25,135820,0,72304,0,0,0,0
,"Grong the Revenant kills (Raid Finder Battle of Dazar'alor)",,13344,2070,1,0,15409,0,0,1,71,136243,0,72308,0,0,0,0
"Defeat the Opulence in Battle of Dazar'alor after /praising a Singing Sunflower while under the effects of Brilliant Aura on Normal Difficulty or higher.","Praise the Sunflower",,13345,2070,-1,0,15286,0,10,0,41,133938,0,78296,0,0,0,0
,"Grong the Revenant kills (Normal Battle of Dazar'alor)",,13346,2070,1,0,15409,0,0,1,72,136243,0,72312,0,0,0,0
,"Grong the Revenant kills (Heroic Battle of Dazar'alor)",,13347,2070,1,0,15409,0,0,1,73,136243,0,72314,0,0,0,0
,"Grong the Revenant kills (Mythic Battle of Dazar'alor)",,13348,2070,1,0,15409,0,0,1,74,136243,0,72316,0,0,0,0
,"Grimfang and Firecaller kills (Raid Finder Battle of Dazar'alor)",,13349,2070,1,0,15409,0,0,1,83,136243,0,72318,0,0,0,0
,"Grimfang and Firecaller kills (Normal Battle of Dazar'alor)",,13350,2070,1,0,15409,0,0,1,84,136243,0,72320,0,0,0,0
,"Grimfang and Firecaller kills (Heroic Battle of Dazar'alor)",,13351,2070,1,0,15409,0,0,1,85,136243,0,72322,0,0,0,0
,"Grimfang and Firecaller kills (Mythic Battle of Dazar'alor)",,13353,2070,1,0,15409,0,0,1,86,136243,0,72324,0,0,0,0
,"Flamefist and the Illuminated kills (Raid Finder Battle of Dazar'alor)",,13354,2070,0,0,15409,0,0,1,79,136243,0,72326,0,0,0,0
,"Flamefist and the Illuminated kills (Normal Battle of Dazar'alor)",,13355,2070,0,0,15409,0,0,1,80,136243,0,72328,0,0,0,0
,"Flamefist and the Illuminated kills (Heroic Battle of Dazar'alor)",,13356,2070,0,0,15409,0,0,1,81,136243,0,72330,0,0,0,0
,"Flamefist and the Illuminated kills (Mythic Battle of Dazar'alor)",,13357,2070,0,0,15409,0,0,1,82,136243,0,72332,0,0,0,0
,"Opulence kills (Raid Finder Battle of Dazar'alor)",,13358,2070,-1,0,15409,0,0,1,91,136243,0,72335,0,0,0,0
,"Opulence kills (Mythic Battle of Dazar'alor)",,13362,2070,-1,0,15409,0,0,1,94,136243,0,72341,0,0,0,0
,"Conclave of the Chosen kills (Raid Finder Battle of Dazar'alor)",,13363,2070,-1,0,15409,0,0,1,95,136243,0,72343,0,0,0,0
,"Conclave of the Chosen kills (Normal Battle of Dazar'alor)",,13364,2070,-1,0,15409,0,0,1,96,136243,0,72345,0,0,0,0
,"Conclave of the Chosen kills (Heroic Battle of Dazar'alor)",,13365,2070,-1,0,15409,0,0,1,97,136243,0,72347,0,0,0,0
,"Conclave of the Chosen kills (Mythic Battle of Dazar'alor)",,13366,2070,-1,0,15409,0,0,1,98,136243,0,72349,0,0,0,0
,"King Rastakhan kills (Raid Finder Battle of Dazar'alor)",,13367,2070,-1,0,15409,0,0,1,99,136243,0,72351,0,0,0,0
,"King Rastakhan kills (Normal Battle of Dazar'alor)",,13368,2070,-1,0,15409,0,0,1,100,136243,0,72353,0,0,0,0
,"King Rastakhan kills (Heroic Battle of Dazar'alor)",,13369,2070,-1,0,15409,0,0,1,101,136243,0,72355,0,0,0,0
,"King Rastakhan kills (Mythic Battle of Dazar'alor)",,13370,2070,-1,0,15409,0,0,1,102,136243,0,72357,0,0,0,0
,"Mekkatorque kills (Raid Finder Battle of Dazar'alor)",,13371,2070,-1,0,15409,0,0,1,103,136243,0,72359,0,0,0,0
,"Mekkatorque kills (Normal Battle of Dazar'alor)",,13372,2070,-1,0,15409,0,0,1,104,136243,0,72361,0,0,0,0
,"Mekkatorque kills (Heroic Battle of Dazar'alor)",,13373,2070,-1,0,15409,0,0,1,105,136243,0,72363,0,0,0,0
,"Mekkatorque kills (Mythic Battle of Dazar'alor)",,13374,2070,-1,0,15409,0,0,1,106,136243,0,72365,0,0,0,0
,"Stormwall Blockade kills (Raid Finder Battle of Dazar'alor)",,13375,2070,-1,0,15409,0,0,1,107,136243,0,72367,0,0,0,0
,"Stormwall Blockade kills (Normal Battle of Dazar'alor)",,13376,2070,-1,0,15409,0,0,1,108,136243,0,72369,0,0,0,0
,"Stormwall Blockade kills (Heroic Battle of Dazar'alor)",,13377,2070,-1,0,15409,0,0,1,109,136243,0,72371,0,0,0,0
,"Stormwall Blockade kills (Mythic Battle of Dazar'alor)",,13378,2070,-1,0,15409,0,0,1,110,136243,0,72373,0,0,0,0
,"Lady Jaina Proudmoore kills (Raid Finder Battle of Dazar'alor)",,13379,2070,-1,0,15409,0,0,1,111,136243,0,72375,0,0,0,0
,"Lady Jaina Proudmoore kills (Normal Battle of Dazar'alor)",,13380,2070,-1,0,15409,0,0,1,112,136243,0,72377,0,0,0,0
,"Lady Jaina Proudmoore kills (Heroic Battle of Dazar'alor)",,13381,2070,-1,0,15409,0,0,1,113,136243,0,72379,0,0,0,0
,"Lady Jaina Proudmoore kills (Mythic Battle of Dazar'alor)",,13382,2070,-1,0,15409,0,0,1,114,136243,0,72381,0,0,0,0
"Defeat Grong in the Battle of Dazar'alor after destroying 6 Barrels on Normal Difficulty or higher.","Barrel of Monkeys",,13383,2070,-1,0,15286,0,10,0,39,877482,0,72383,0,0,0,0
"Complete the quest ""Express Delivery"" in the Alliance War Campaign.","Kul Tirans Don't Look at Explosions",,13384,-1,1,0,15284,0,10,0,26,2447785,0,72395,0,0,0,0
"Collect an armor set from the Battle of Dazar'alor.","Daz'aling Attire",,13385,-1,-1,0,15259,0,10,131072,41,2065640,0,72398,0,0,0,0
"Complete all six Alliance Assaults in War Mode.","Frontline Veteran",,13387,-1,1,0,15283,0,10,0,60,1044536,0,72404,0,0,0,0
"Complete all six Horde Assaults in War Mode.","Frontline Veteran",,13388,-1,0,0,15283,0,10,0,61,1044536,0,72411,0,0,0,0
"Achieve victory in an expedition to Jorundall on any difficulty.",Jorundall,,13389,-1,-1,0,15307,0,10,0,29,236783,0,72418,0,0,0,0
"Achieve victory in an expedition to Jorundall on Heroic difficulty or higher.","Heroic: Jorundall",,13394,-1,-1,13389,15307,0,10,0,30,236783,0,72420,0,0,0,0
"Achieve victory in an expedition to Jorundall on Mythic difficulty.","Mythic: Jorundall",,13395,-1,-1,13394,15307,0,10,0,31,236783,0,72422,0,0,0,0
"Achieve victory in an expedition to Havenswood on any difficulty.",Havenswood,,13396,-1,-1,0,15307,0,10,0,33,236766,0,72424,0,0,0,0
"Achieve victory in an expedition to Havenswood on Heroic difficulty or higher.","Heroic: Havenswood",,13397,-1,-1,13396,15307,0,10,0,34,236766,0,72426,0,0,0,0
"Achieve victory in an expedition to Havenswood on Mythic difficulty.","Mythic: Havenswood",,13398,-1,-1,13397,15307,0,10,0,35,236766,0,72428,0,0,0,0
"Achieve victory in an expedition to Jorundall in PvP.","Jorundall Justice",,13399,-1,-1,0,15307,0,10,0,32,236783,0,72434,0,0,0,0
"Achieve victory in an expedition to Havenswood in PvP.","Havenswood Hero",,13400,-1,-1,0,15307,0,10,0,36,236766,0,72436,0,0,0,0
"Defeat High Tinker Mekkatorque in the Battle of Dazar'alor after defeating the Blingtron MK2 on Normal Difficulty or higher.","I Got Next!",,13401,2070,-1,0,15286,0,10,0,44,1005279,0,75506,0,0,0,0
"Kill 50 Horde players during an Assault on Kul Tiras or Zandalar.","Frontline Slayer",,13402,-1,1,0,15283,0,5,128,62,132346,0,72440,0,0,0,0
"Kill 50 Alliance players during an Assault on Kul Tiras or Zandalar.","Frontline Slayer",,13403,-1,0,0,15283,0,5,0,63,132346,0,72442,0,0,0,0
,"The Restless Cabal kills (Raid Finder Crucible of Storms)",,13404,2096,-1,0,15409,0,0,1,115,136243,0,72444,0,0,0,0
,"The Restless Cabal kills (Normal Crucible of Storms)",,13405,2096,-1,0,15409,0,0,1,116,136243,0,72446,0,0,0,0
,"The Restless Cabal kills (Heroic Crucible of Storms)",,13406,2096,-1,0,15409,0,0,1,117,136243,0,72448,0,0,0,0
,"The Restless Cabal kills (Mythic Crucible of Storms)",,13407,2096,-1,0,15409,0,0,1,118,136243,0,72450,0,0,0,0
,"Uu'nat, Harbinger of the Void kills (Raid Finder Crucible of Storms)",,13408,2096,-1,0,15409,0,0,1,119,136243,0,72452,0,0,0,0
"Build a Frosty Snowmon then destroy it before defeating Lady Jaina Proudmoore in the Battle of Dazar'alor on Normal Difficulty or higher.","Snow Fun Allowed",,13410,2070,-1,0,15286,0,10,0,46,655957,0,72470,0,0,0,0
,"Uu'nat, Harbinger of the Void kills (Normal Crucible of Storms)",,13411,2096,-1,0,15409,0,0,1,120,136243,0,72454,0,0,0,0
,"Uu'nat, Harbinger of the Void kills (Heroic Crucible of Storms)",,13412,2096,-1,0,15409,0,0,1,121,136243,0,72456,0,0,0,0
,"Uu'nat, Harbinger of the Void kills (Mythic Crucible of Storms)",,13413,2096,-1,0,15409,0,0,1,122,136243,0,72458,0,0,0,0
"Defeat the following bosses within Crucible of Storms.","Crucible of Storms",,13414,2096,-1,0,15286,0,10,0,47,2065627,0,72460,0,0,0,0
"Defeat the Restless Cabal in Crucible of Storms on Mythic difficulty.","Mythic: The Restless Cabal",,13416,2096,-1,0,15286,0,10,4096,37,2828146,0,72466,0,0,0,0
"Defeat Uu'nat, Harbinger of the Void in Crucible of Storms on Mythic difficulty.","Mythic: Uu'nat, Harbinger of the Void",,13417,2096,-1,0,15286,0,10,4096,48,2828147,0,72468,0,0,0,0
"Defeat Uu'nat, Harbinger of the Void in Crucible of Storms on Heroic difficulty or higher, before the release of the next raid tier.","Ahead of the Curve: Uu'nat, Harbinger of the Void",,13418,2096,-1,0,15271,0,0,6144,68,2828147,0,72472,0,0,0,0
"Defeat Uu'nat, Harbinger of the Void in Crucible of Storms on Mythic difficulty, before the release of the next raid tier.","Cutting Edge: Uu'nat, Harbinger of the Void",,13419,2096,-1,13418,15271,0,0,6144,69,2828147,0,72474,0,0,0,0
"Defeat the bosses of Crucible of Storms on Normal difficulty or higher, while in a guild group.","Crucible of Storms Guild Run",,13420,2096,-1,0,15300,0,10,28672,4,2065627,0,72476,0,0,0,0
"Defeat Uu'nat, Harbinger of the Void in Crucible of Storms on Mythic difficulty while in a guild group.","Mythic: Uu'nat, Harbinger of the Void Guild Run",,13421,2096,-1,0,15300,0,10,61440,9,2828147,0,72481,0,0,0,0
"Among the first one hundred Alliance guilds worldwide to defeat Uu'nat, Harbinger of the Void on Mythic difficulty.","Hall of Fame: Uu'nat, Harbinger of the Void (Alliance)","Title Reward: Famed Slayer of the Harbinger",13423,2096,-1,0,15093,0,0,4258304,33,2828147,0,72485,0,0,0,0
"Among the first one hundred Horde guilds worldwide to defeat Uu'nat, Harbinger of the Void on Mythic difficulty.","Hall of Fame: Uu'nat, Harbinger of the Void (Horde)","Title Reward: Famed Slayer of the Harbinger",13424,2096,-1,0,15093,0,0,4258304,34,2828147,0,72487,0,0,0,0
"Defeat King Rastakhan with all Phantoms still alive on Normal difficulty or higher.","We Got Spirit, How About You?",,13425,2070,-1,0,15286,0,10,0,43,237542,0,72513,0,0,0,0
"Kill 20 sin'dorei with a single cast of Rising Tide during the Nazmir Assault World Quest ""Cleansing Tide.""","Come On and Slam",,13426,-1,1,0,15284,0,5,0,21,1320371,0,72515,0,0,0,0
"Kill 5 players of the opposite faction while you are under the effects of an Unstable Azerite Flare.",Azerfighter,,13429,-1,-1,0,15283,0,5,0,33,2065603,0,72517,0,0,0,0
"Fish up the De Lurker Be'loa, then defeat the Stormwall Blockade on Normal Difficulty or higher.","De Lurker Be'loa",,13430,2070,-1,0,15286,0,10,0,45,236436,0,72519,0,0,0,0
"Hatch the cloud serpent egg during the Jadefire Masters encounter in the Battle of Dazar'alor on Normal difficulty or higher.","Hidden Dragon",,13431,2070,-1,0,15286,0,10,0,40,651735,0,72521,0,0,0,0
"Collect any armor set from Battle for Azeroth PvP Season 2 or the Darkshore Warfront.","Tall, Dark, and Sinister",,13433,-1,-1,0,15259,0,10,131072,72,456569,0,72525,0,0,0,0
"Complete the Drustvar Assault World Quest ""Lights Out"" with a single Doomsoul.","Doomsoul Surprise",,13435,-1,0,0,15284,0,5,0,24,1032479,0,72527,0,0,0,0
"Complete a digsite while dressed like a vulpera during the Vol'dun Assault World Quest ""Vulpera for a Day.""","Scavenge like a Vulpera",,13437,-1,0,0,15284,0,5,0,25,2178487,0,72529,0,0,0,0
"Slay a Burly Deckhand without losing your Extra Buff Peon during the Zuldazar Assault world quest ""Crate n' Barrel"" in War Mode.","Boxing Match",,13438,-1,0,0,15283,0,5,0,64,999951,0,72531,0,0,0,0
"Earn 1000 honor in Mechagon while in War Mode.","Tour of Duty: Mechagon",,13570,-1,-1,0,15283,0,10,0,46,2915721,0,80138,0,0,0,0
"Slay an Extra Buff Peon without losing your Burly Deckhand during the Zuldazar Assault world quest ""Crate n' Barrel"" in War Mode.","Boxing Match",,13439,-1,1,0,15283,0,5,0,65,236452,0,72533,0,0,0,0
"Slay 6 enemies while on the assault world quest ""Stack on the Tank"".","Pushing the Payload",,13440,-1,1,0,15284,0,5,0,22,2102434,0,72535,0,0,0,0
"Slay 6 enemies while on the assault world quest ""Get On The Payload"".","Pushing the Payload",,13441,-1,0,0,15284,0,5,0,23,132244,0,72538,0,0,0,0
"Complete all Battle for Azeroth Season Two dungeons at Mythic Level 10 or higher, within the time limit.","Battle for Azeroth Keystone Conqueror: Season Two",,13448,-1,-1,0,15272,0,0,2048,65,618858,0,0,0,0,0,0
"Complete all Battle for Azeroth Season Two dungeons at Mythic Level 15 or higher, within the time limit.","Battle for Azeroth Keystone Master: Season Two",,13449,-1,-1,13448,15272,0,0,2048,66,618859,0,0,0,0,0,0
"Obtain the Fierce Gladiator's Storm Dragon from Legion Arena Season 5.","Fierce Gladiator's Storm Dragon",,13450,-1,-1,0,15269,1,0,145408,40,1503313,0,78322,0,0,0,0
"Earn the rank of Elite during Battle for Azeroth Season 2.","Elite: Battle for Azeroth Season 2","Title Reward: the Elite",13451,-1,-1,0,15270,0,0,14336,308,236540,0,78325,0,0,0,0
,"Vicious Saddle (1)",,13452,-1,1,19501,15270,0,0,1179648,65,1379171,103533,78329,0,0,0,0
,"Vicious Saddle (1)",,13453,-1,0,19502,15270,0,0,1179648,69,1379171,103533,78331,0,0,0,0
"Earn the rank of Elite during Battle for Azeroth Season 1.","Elite: Battle for Azeroth Season 1","Title Reward: the Elite",13465,-1,-1,0,15270,0,0,14336,307,236540,0,78400,0,0,0,0
"Complete the Tides of Vengeance war campaign.","Tides of Vengeance",,13466,-1,0,0,15284,0,10,0,28,2565244,0,78415,0,0,0,0
"Complete the Tides of Vengeance war campaign.","Tides of Vengeance",,13467,-1,1,0,15284,0,10,0,31,2565243,0,78420,0,0,0,0
"Collect all of the battle pets listed below from Mogu'shan Vaults, Terrace of Endless Spring, and Heart of Fear.","Raiding with Leashes VI: Pets of Pandaria","Item Reward: Happiness",13469,-1,-1,0,15118,0,10,131072,60,328269,167057,78431,0,0,0,0
"Complete the following special encounters in Mechagon.","Rest In Pistons",,13470,-1,-1,0,15298,0,10,0,81,132151,0,79759,0,0,0,0
"Contribute to construction projects in Mechagon 250 times.","Deep Pockets",,13472,-1,-1,0,15298,0,10,0,82,2915723,0,78496,0,0,0,0
"Complete the following construction projects in Mechagon.","Diversified Investments",,13473,-1,-1,0,15298,0,10,0,84,975747,0,78507,0,0,0,0
"Complete 100 construction projects in Mechagon","Junkyard Machinist",,13474,-1,-1,0,15298,0,10,0,85,975747,0,78518,0,0,0,0
"Craft 50 Junkyard Tinkering items in Mechagon, excluding crates.","Junkyard Scavenger",,13475,-1,-1,0,15298,0,10,0,88,2437249,0,78479,0,0,0,0
"Craft 1000 Junkyard Tinkering items in Mechagon, excluding crates.","Junkyard Tinkerer",,13476,-1,-1,13477,15298,0,10,0,90,2437249,0,78483,0,0,0,0
"Craft 250 Junkyard Tinkering items in Mechagon, excluding crates.","Junkyard Apprentice",,13477,-1,-1,13475,15298,0,10,0,89,2437249,0,78481,0,0,0,0
"Unlock 20 of the following Junkyard Tinkering blueprints in Mechagon.","Junkyard Collector",,13478,-1,-1,0,15298,0,10,0,92,2915721,0,78529,0,0,0,0
"Unlock the following Junkyard Tinkering blueprints in Mechagon.","Junkyard Architect",,13479,-1,-1,13478,15298,0,10,0,93,2915721,0,78570,0,0,0,0
"Contribute to construction projects in Mechagon 1,000 times.","Head Financier of Mechagon",,13482,-1,-1,13472,15298,0,10,0,83,2915723,0,78604,0,0,0,0
"Complete the Tyrande's Ascension storyline.","In Teldrassil's Shadow (Hidden Character Achievement)","Reward: 'Night Warrior' Night Elf Customization",13488,-1,1,0,15284,0,0,1048580,37,236160,0,79096,0,0,0,0
"Catch and deliver each of these fish of Mechagon to Angler Danielle.","Secret Fish of Mechagon","Item Reward: Secret Fish Goggles",13489,-1,-1,0,171,0,5,0,2,4620674,0,79141,0,0,0,0
"Defeat the Restless Cabal in Crucible of Storms after having at least 10 Void Crashes active simultaneously in Normal Difficulty or higher.","Gotta Bounce",,13501,-1,-1,0,15286,0,10,0,50,132885,0,79284,0,0,0,0
"Use the Secret Fish Goggles to collect all the secret fish.","Secret Fish and Where to Find Them","Item Reward: Hyper-Compressed Ocean",13502,-1,-1,0,171,0,10,131072,3,4620674,168016,79295,0,0,0,0
"Earn level 50 on a newly created Zandalari troll character.","Heritage of the Zandalari","Reward: Zandalari Troll Heritage Armor",13503,-1,-1,13161,201,0,10,131072,41,2032601,0,79324,0,0,0,0
"Earn level 50 on a newly created Kul Tiran character.","Heritage of the Kul Tirans","Reward: Kul Tiran Heritage Armor",13504,-1,-1,13163,201,0,10,131072,43,2032595,0,79326,0,0,0,0
"Defeat Uu'nat, Harbinger of the Void in Crucible of Storms without allowing N'Zoth to see your movement in Normal Difficulty or higher.","A Good Eye-dea",,13506,-1,-1,0,15286,0,10,0,51,2486645,0,79328,0,0,0,0
"<Hidden> Completed ""The Speakers"" Resolve quest chain.","The Speaker's Resolve",,13509,-1,-1,0,15284,0,0,1179648,103,2065570,0,79344,0,0,0,0
"Demonstrate complete mastery in each of Scrollsage Nola's calligraphy lessons by never deviating from the lines during the world quest, ""Calligraphy.""","Master Calligrapher",,13512,-1,-1,0,15284,0,10,0,20,237053,0,79364,0,0,0,0
"Collect all the paint colors for the X-995 Mechanocat.","Available in Eight Colors","Paint Color: Battletorn Blue",13513,-1,-1,0,15248,0,5,131072,2,134563,0,79368,0,0,0,0
"Craft a Tool of the Trade from one of the primary crafting professions.","Massive Tool",,13516,-1,-1,0,169,1,10,131072,46,2178528,0,79391,0,0,0,0
"Complete the following achievements on the continents of Zandalar and Kul Tiras.","Two Sides to Every Tale","Mount Reward: Bloodflank Charger and Ironclad Frostclaw",13517,-1,-1,0,15284,0,20,131072,33,939373,168056,79432,0,0,0,0
,"Vicious Saddle (2)",,13521,-1,0,13453,15270,0,0,1179648,13,1379171,103533,79579,0,0,0,0
,"Vicious Saddle (3)",,13522,-1,0,13521,15270,0,0,1179648,14,1379171,103533,79581,0,0,0,0
,"Vicious Saddle (4)",,13523,-1,0,13522,15270,0,0,1179648,15,1379171,103533,79583,0,0,0,0
,"Vicious Saddle (5)",,13524,-1,0,13523,15270,0,0,1179648,16,1379171,103533,79585,0,0,0,0
,"Vicious Saddle (6)",,13525,-1,0,13524,15270,0,0,1179648,17,1379171,103533,79587,0,0,0,0
,"Vicious Saddle (7)",,13526,-1,0,13525,15270,0,0,1179648,18,1379171,103533,79589,0,0,0,0
,"Vicious Saddle (8)",,13527,-1,0,13526,15270,0,0,1179648,19,1379171,103533,79591,0,0,0,0
,"Vicious Saddle (9)",,13528,-1,0,13527,15270,0,0,1179648,20,1379171,103533,79593,0,0,0,0
,"Vicious Saddle (10)",,13529,-1,0,13528,15270,0,0,1179648,21,1379171,103533,79595,0,0,0,0
,"Vicious Saddle (2)",,13530,-1,1,13452,15270,0,0,1179648,70,1379171,103533,79597,0,0,0,0
,"Vicious Saddle (3)",,13531,-1,1,13530,15270,0,0,1179648,71,1379171,103533,79599,0,0,0,0
,"Vicious Saddle (4)",,13532,-1,1,13531,15270,0,0,1179648,72,1379171,103533,79601,0,0,0,0
,"Vicious Saddle (5)",,13533,-1,1,13532,15270,0,0,1179648,73,1379171,103533,79603,0,0,0,0
,"Vicious Saddle (6)",,13534,-1,1,13533,15270,0,0,1179648,74,1379171,103533,79605,0,0,0,0
,"Vicious Saddle (7)",,13535,-1,1,13534,15270,0,0,1179648,75,1379171,103533,79607,0,0,0,0
,"Vicious Saddle (8)",,13536,-1,1,13535,15270,0,0,1179648,76,1379171,103533,79609,0,0,0,0
,"Vicious Saddle (9)",,13537,-1,1,13536,15270,0,0,1179648,77,1379171,103533,79611,0,0,0,0
,"Vicious Saddle (10)",,13538,-1,1,13537,15270,0,0,1179648,78,1379171,103533,79613,0,0,0,0
"Loa currently selected if you're a Zandalari Troll.","8.1.5 - Zandalari Troll - Loa Selected",,13539,-1,-1,0,130,0,0,3145733,6,136243,0,79617,0,0,0,0
"Complete the Mechagon achievements listed below.",Mecha-Done,"Reward: Keys to the Model W",13541,1554,-1,0,15298,0,20,131072,104,2902390,168329,80063,0,0,0,0
"Complete the following quests to raise your direhorn from hatchling to mount at Warbeast Kraal in Zuldazar.","How to Train Your Direhorn",,13542,-1,0,0,15284,0,5,0,64,2429953,0,79805,0,0,0,0
"<Hidden> Completed all 8.2 Heart - Essence quest chains.","Essential Empowerment",,13544,-1,-1,0,15284,0,0,1179648,105,797547,0,79885,0,0,0,0
"Defeat the Machinist's Garden in Operation: Mechagon without being struck by ""Hidden"" Flame Cannon, Self-Trimming Hedges, Discom-BOMB-ulator, or Roaring Flame on Mythic Difficulty.","Go Ahead, Make My Daisy",,13545,2097,-1,0,15285,0,10,0,59,133939,0,79891,0,0,0,0
"Locate all of the Arcane Chests and Glowing Arcane Trunks in Nazjatar.","Trove Tracker",,13549,-1,-1,0,15298,0,10,0,72,1542844,0,79928,0,0,0,0
,"8.2 BfA - PATCH Quest Launch",,13552,-1,-1,0,92,0,0,1048580,53,136243,0,80040,0,0,0,0
